	texts	labels
24	"Experiences online Dawah avoid or even block former Muslims because they know it is a lot harder to debate someone who know Islam as opposed to someone who does not know Islam. It is a lot easier to just say ""weak hadith"" when it is not weak, or misinterpretation / translations of the Quran when it is actually the correct translation or interpretation. And sometimes, they blatantly invent facts that are simply not true. As an Ex Muslim, I learned over the years not to waste my time debating Islamists as well, for the following reasons: - They are not interested in a genuine debate! Absolutely not. The debates are more like: let us show you that nothing you say can ""stick""! So, the Quranic verses we quote are ""misinterpretations"" and ""mistranslations"" even though I am Arab and I know exactly what they mean. Tafseer (explanation of the Quran) of the Quran is also wrong and they try to give it a different twist even thought this is what we all believe in for 1400 years!! And when we back it by the authentic hadith, they claim it is ""weak"" even thought the consensus among Islamic scholars is that it is authentic and correct. Tafseer (explanation of the Quran) of the Quran is also wrong and they try to give it a different twist even though this is what we all believe in for 1400 years!! Suddenly all the Muslim scholars become liars! It is a lot easier to just say ""weak hadith"" when it is not weak, or misinterpretation/translations of the Quran when it is actually the correct translation or interpretation. And sometimes, they blatantly invent facts that are simply not true. So tell me, how is this a debate when they would go out of their way to lie, twist, and deflect ...constantly moving the goal post so they would never admit their faith is less than perfect! But they fail!! They would get angry and start shouting, and block you.  One example, brother.dawah - he blocked me yet we never ever had one single message exchanged! One of his followers asked us to debate and the next thing, I got blocked. They would get angry and start shouting and block you."	1
25	"They ask your instruction concerning women. Say, ""Allah instructs you about them and about what is recited unto you in the Book...""). (whom you desire to marry...) also refers to the desire of the guardian not to marry an orphan girl under his supervision when she lacks property or beauty. The guardians were forbidden to marry their orphan girls possessing property and beauty without being just to them, as they generally refrain from marrying them (when they are neither beautiful nor wealthy).'' Consequently, when a man is the caretaker of a female orphan, he might like to marry her himself. In this case, Allah commands him to give her a suitable dowry that other women of her status get. If he does not want to do that, then let him marry other women, for Allah has made this matter easy for Muslims. Sometimes, the caretaker does not desire to marry the orphan under his care, because she is not attractive to his eye. In this case, Allah forbids the caretaker from preventing the female orphan from marrying another man for fear that her husband would share in the money that is mutually shared between the caretaker and the girl. Ibn `Abbas said, ""During the time of Jahiliyyah, the caretaker of a female orphan would cover her with his rope, and when he did that, no man would marry her. If she was beautiful and he desired to marry her, he married her and took control of her wealth. If she was not beautiful, he did not allow her to marry until she died, and when she died he inherited her money. Allah prohibited and outlawed this practice. '' He also said about Allah's statement, (and the children who are weak and oppressed,) that during the time of Jahiliyyah, they used to deny young children and females a share of inheritance. (and that you stand firm for justice to orphans.) ""Just as when she is beautiful and wealthy you would want to marry her and have her for yourself, so when she is not wealthy or beautiful, marry her and have her for yourself.'' Allah's statement, (And whatever good you do, Allah is Ever All-Aware of it.) encourages performing the good deeds and fulfilling the commandments, and states that Allah is knowledgeable of all of this and He will reward for it in the best and most perfect manner."	0
26	The QurÂan is schizophrenic, sometimes it says this and sometimes it says this, and the same Muslims who speak Arabic do not understand it.	1
27	Islam is international in its outlook and approach. It does not admit barriers and distinctions based on color, clan, blood or territory such as were prevalent before the advent of Muhammad (peace and blessings be upon him). These are rampant in different forms, even in this modern age. Islam is a way of life that transcends race and ethnicity. The Glorious QurÂan repeatedly reminds us of our common origin: (O mankind! We created you from a single (pair) of a male and a female, and made you into nations and tribes, that ye may know each other (not that ye may despise (each other). Verily the most honored of you in the sight of God is (he who is) the most righteous of you. And God has full knowledge and is well acquainted (with all things).) (Al-Hujrat: 13)	0
28	 And those who guard their chastity (i.e. private parts from illegal sexual acts) .	0
29	Muhammad and his disgusting golden shower fetish. Take for example the case where a companion of the Prophet drinks his blessed urine, only to discover that she has now been shielded completely from the fire of Hell!	1
30	Furthermore, in Islam, learning is not simply a right of everyone; it is a duty and responsibility. Prophet Muhammad said, ÂSeeking knowledge is mandatory on a Muslim male and femaleÂ (Ibn Majah). This saying of the Prophet is confirmed by the QurÂan, which says that Allah endows a higher status on those who are knowledgeable. There is no provision in Islamic law that specifies areas of education permitted to women or areas prohibited. Areas of knowledge that are mandatory for both men and women to study include fundamental Islamic beliefs, acts of worship, and moral teachings. There are certain fields that are particularly recommended for women to study so that they can equip themselves better for the role for which Allah has created them, and these are medicine, nursing, home management, health care, and child psychology. Also other fields as arts, humanities, and sciences are permitted areas of study for both men and women, so long as they are beneficial. Prohibited areas are few, and include sorcery and magic for instance.	0
31	In addition, well-treatment of the woman, all as a daughter, wife, and a mother, was ordained. Her right to education was acknowledged and praised. Also, the right to inherit Â unprecedented before Islam in any civilization or tradition Â was given to her. WhatÂs more, as a wife, she was granted many rights, yet under the command of the husband, whereby no injustice or domination should be committed against her, and her right to divorce was assured. In addition, Islam regulated and limited polygamy which was not regulated in other cultures or under other monotheistic faiths.	0
32	Thanks to well-researched scholarly articles by devoted men and women on the subject of Islam, the truth about Islam is exposed as never before. Articles that expose Islam are easily available today on the Internet. However, Muslims claim that all these articles are based on lies. They deliberately make such claims even though what is written is based on their own Islamic sources. Such claims are made to deceive all those who are not familiar with the teachings of Islam. Muslims easily lie with an untroubled conscience because they are sanctioned to do so according to the teachings of Allah in the QurÂan. When Muslims lie, they emulate the deity whom they worship. Both the QurÂan and authentic Islamic sources are used here to prove beyond doubt that Allah is a liar. By the conclusion of the article above, it is evidently clear that Allah lied in the QurÂan.	1
33	If indeed the Kaaba is the true direction of prayer known by the jews and Christians, why did allah command Mohd to pray towards a wrong direction (Jerusalem) for 17 good years? Why did allah only changed the direction when Mohd didn't feel like praying towards Jerusalem no more? Isnt it obvious Mohd was making things up in the name of allah and looking for support and approval from the people of the book ?	1
34	Universal human dignity: The QurÂan gives various reasons why each human being must be honored and dignified on account of being human and irrespective of his or her chosen beliefs. Such honor is symbolized by the way the QurÂan describes AllahÂs creation of the human in the best of molds and commanding the angels to bow down in respect to Adam.	0
35	In Islam, problems are supposed to be faced and solvedÂnot ignored! So, rather than requiring hypocritical compliance, Islam provides legitimate and clean solutions to the problems of individuals and societies. There is no doubt that the second wife legally married and treated kindly is better off than a mistress without any legal rights. Through practical example, Prophet Muhammad as the guide of Muslims has set the applicable rules for this aspect of human relations in order not to leave anything for speculation.	0
36	It was narrated that: Sulaiman bin Amr bin Ahwas said: My father told me that he was present at the Farewell Pilgrimage with the Messenger of Allah. He praised and glorified Allah, and reminded and exhorted (the people). Then he said: 'I enjoin good treatment of women, for they are prisoners with you, and you have no right to treat them otherwise, unless they commit clear indecency. If they do that, then forsake them in their beds and hit them, but without causing injury or leaving a mark. If they obey you, then do not seek means of annoyance against them. You have rights over your women and your women have rights over you. Your rights over your women are that they are not to allow anyone whom you dislike to tread on your bedding (furniture), nor allow anyone whom you dislike to enter your houses. And their right over you are that you should treat them kindly with regard to their clothing and food.	0
37	As Europeans abandon their faith and embrace atheism, the vacuum is readily gobbled up by lsIam. Because of the huge Wahabbi funding, churches are quickly sold off. And by the sheer number of immigrants trooping into Europe and their high birth rates, IsIamization of Europe is ripe. How about new conversions? lsIam is a magnet for depraved and ignorant people. They are swallowing the bait, hook and sinker of dawah lies. lsIam is not just a religion but a socio-cultural ideology with political ambitions of world domination. So, there are those who use lsIam for social affiliation, political ambition and economic or monetary motivation. Those tentacles are too many to be dismembered. Plus it is in the devil's grand scheme that depraved people are the majority for the success of his mission and dominate mankind. I just pity how Europe will turn into Middle East in less than half a century. Barbary sIavery version 2.0 is beckoning.	1
38	The Qur'an CAN NOT be the word of God!. PREMISE 1: Either the Bible is the Word of God or the Quran is the word of God... PREMISE 2: If the Bible is the Word of God, the QurÂan is not. * Premise 2 - is easy to establish, since the QurÂan and the Bible fundamentally contradict one another. PREMISE 3: If the Bible is not the Word of God, the QurÂan is not. * Premise 3 - The QurÂan, over and over again, AFFIRMS the Christian Scriptures, claiming consistency with them, and asserting that the Torah and the Gospel (the ÂInjilÂ), and also the Psalms (Zabur), ARE PREVIOUS REVELATIONS FROM ALLAH. (Q 2:123, 3:3, 18:27, 6:64). CONCLUSION: Therefore, the QurÂan is not the Word of God.	1
39	Abdallah b. Amr reported GodÂs Messenger as saying: The whole world is to be enjoyed, but the best thing in the world is a good woman	0
40	WomenÂs Rights in Islam Surpass Modern Systems If women in the Muslim World today donÂt have their rights, it is not because Islam didnÂt give them rights. Alien traditions have overshadowed the teachings of Islam, either through ignorance or the impact of colonialism. Most of the so-called modern reforms in the status of women appeared after the West abandoned religion for secularism. Those in the West who claim to follow the Judeo-Christian tradition really follow the values of Western liberalism. In England and America less than fifty years ago, a woman could not buy a house or car without the co-signature of a male ÂguardianÂ! In Contrast, Islamic Law guaranteed rights to women over 1400 years ago that were unheard of in the West until the 1900s.	0
41	Islam is keen, within its long history in dealing with the People of the Book, to provide them with freedom of belief and religion, whatever their perceptions and opinions, and we realize this from the nature of the treaties that Islam provided for them.	0
42	"(There is no compulsion in religion), meaning, ""Do not force anyone to become Muslim, for Islam is plain and clear, and its proofs and evidence are plain and clear. Therefore, there is no need to force anyone to embrace Islam. Rather, whoever Allah directs to Islam, opens his heart for it and enlightens his mind, will embrace Islam with certainty. Whoever Allah blinds his heart and seals his hearing and sight, then he will not benefit from being forced to embrace Islam.'' (There is no compulsion in religion. Verily, the right path has become distinct from the wrong path.)'' (Whoever disbelieves in Taghut and believes in Allah, then he has grasped the most trustworthy handhold that will never break. And Allah is All-Hearer, All-Knower) is in reference to, ""Whoever shuns the rivals of Allah, the idols, and those that Shaytan calls to be worshipped besides Allah, whoever believes in Allah's Oneness, worships Him alone and testifies that there is no deity worthy of worship except Him"	0
43	The People of the Book are described by God in His Book, and they are the Jews and the Christians. They are called the People of the Book; Because God sent down to them two books on the Children of Israel; The first is against Moses, which is the Torah, and the second is against Jesus, which is the Gospel. That is why they are called: People of the Book, and they are called: People of the Two Books.	0
44	"How to get sexually deprived desert dwellers to give up everything and fight for you? Promise them a brothel-like heaven. And in the meantime, Muhammad made this life his heaven... With 13 wives, 24 slaves, and countless women who offer themselves to you. Gets worse, Islamic books describe the paradise creature Hoor vaginas as appetising and men constantly on viagra!!! ""Each time we sleep with a Hoor we find her virgin. Besides, the penis of the Elected never softens. The erection is eternal; the sensation that you feel each time you make love is utterly delicious and out of this world and were you to experience it in this world you would faint. Each chosen one will marry seventy [sic] houris, besides the women he married on earth, and all will have appetizing vaginas."	1
45	There is a share for men and a share for women from what is left by parents and those nearest related, whether, the property be small or large Â a legal share.	0
46	Mecca (Bakkah) existed pre-Islam as a religious center Pre-Islam, Mecca was known as one of the most important religious places of worship in the Arabian world. It appears to have been a multifaith place of worship, with a large Jewish, Christian, and pagan (Hindu) community co-existing peacefully with each other. Their friendship is documented in the Quran and the texts confirm that the natives lived in harmony with each other before MohammedÂs invasions, indoctrination and forced conversions. Due to their mutual friendship Muslims were ordered to view them as enemies and to be avoided. There appears to have been many different temples, churches and synagogues in the region from which Mohammed and his men acquired loot, wealth, religious texts, and discoveries and inventions. The Kaaba was already in existence when Mohammed and his gang of looters invaded Mecca and slaughtered its inhabitants. Anyone in his path was killed unless they converted to his new-found warlike religion and raided and fought with Mohammed and his army. If they refused to convert and were wealthy with an income source and wanted to survive MohammedÂs executions, they had to pay jizya, extortion tax Â an obligatory duty to all non-Muslims. Parts of the Kaaba had then been ruined by floods during MohammedÂs age and Mohammed therefore reinstated the old temple	1
47	This islamic site is openly admitting that getting sexual pleasure from infants is allowed in islam	1
48	"(And they assign daughters unto Allah! Glorified (and Exalted) is He.) meaning, above their claims and fabrications. (But no! It is from their falsehood that they say: ""Allah has begotten.'' They are certainly liars! Has He (then) chosen daughters rather than sons What is the matter with you How do you decide), (And for themselves, what they desire;) meaning they choose the males for themselves, rejecting the daughters that they assign to Allah. Exalted be Allah far above what they say!"	0
49	The right to life, neither the Prophet nor the Companions did not kill a Jew without guilt. Rather, he who betrayed and betrayed was punished.	0
50	Islam is the best suited to defend the fragile male ego. Once Islam is accepted the insecure male can justify his reaction to insecurity (violence).	1
51	The Prophet (peace be upon him) came to some of his wives among whom there was Um Sulaim, and said, May Allah be merciful to you, O Anjasha! Drive the camels slowly, as they are carrying glass vessels! Abu Qalaba said, The Prophet (peace be upon him) said a sentence (i.e. the above metaphor) which, had anyone of you said it, you would have admonished him for it.	0
52	On the authority of Aisha, that Asma, the daughter of Abu Bakr, entered upon the Prophet, may GodÂs prayers and peace be upon him, with thin clothes on, so the Messenger of God, may GodÂs prayers and peace be upon him, turned away from her and said: O Asmaa, if a woman reaches menstruation, only this and this can be seen from her, and he pointed to his face and hands.	0
53	And argue not with the people of the Scripture (Jews and Christians), unless it be in (a way) that is better (with good words and in good manner, inviting them to Islamic Monotheism with His Verses), except with such of them as do wrong, and say (to them): ÂWe believe in that which has been revealed to us and revealed to you; our Ilah (God) and your Ilah (God) is One (i.e. Allah), and to Him we have submitted (as Muslims)	0
54	"How Islamic ""scientists"" defend Mohammed's pedophilia and blame the west for those who do what Mohammed did."	1
55	Allah sets forth an example for those who disbelieve, the wife of Nuh (Noah) and the wife of Lout (Lot). They were under two of our righteous slaves, but they both betrayed their (husbands by rejecting their doctrine) so they [Nuh (Noah) and Lout (Lot)] benefited them (their respective wives) not, against Allah, and it was said: ÂEnter the Fire along with those who enter!	0
56	We are lucky to be at a time when the internet is available. You are a generation the missed out on a lot of bullshits -though some of it still exists! There had been many fear tactics used to subdue people to stay in the faith...this is not particularly limited to Islam at all, but growing up in the faith, I can tell you the amount of bullshits that suggest swift and powerful revenges of Allah are so extra ordinary that in my days (before the internet) we truly believed it...like the example of leaving Islam giving us cancer -instantly. When AIDS first came out, it was suggested that it is Allah's direct punishment to homosexuals - not mentioning that many straight people got it and Lesbians did not get it!!! There are people now, in my close circle of religious friends and family, who believe no one EVER leaves Islam - because it is perfect!! Yet if they ever switched their brains on and read the Quran they would find it full of scientific errors and hadith packed with immoral command. They are some who believe birth deformity is a punishment from Allah -even though in our culture of close relative marriages is a lot higher than in the West. We need this and other internet outlet to show everyone...we are no different, we have ridiculous claims just like you, we have scientific errors in our holy book just like you...and our prophet is not an example of humanity or morality by any standards. If it is cold and you need to warm up, burn any book (holy or otherwise) they will all equally warm you and nothing else will happen to you.	1
57	The Islamic ritual of hajj is stone worship, the most primitive form of idolatry.	1
58	Islamic Jihad represented by taken up [the] sword on the excuse of religious differences and to murder people for the crime of not agreeing with Islam	1
59	"Allah the Exalted states that the believers who spend in charity will come on the Day of Resurrection with their light preceding them in the area of the Gathering, according to the level of their good deeds, (their light running forward before them), he said, ""They will pass over the Sirat according to their deeds. Some of them will have a light as large as a mountain, some as a date tree, some as big as a man in the standing position. The least among them has a light as big as his index finger, it is lit at times and extinguished at other times.'' Ad-Dahhak commented on the Ayah, ""Everyone will be given a light on the Day of Resurrection. When they arrive at the Sirat, the light of the hypocrites will be extinguished. When the believers see this, they will be concerned that their light also will be extinguished, just as the light of the hypocrites was. This is when the believers will invoke Allah, `O our Lord! Perfect our light for us.''' (and in their right hands.). (Glad tidings for you this Day! Gardens under which rivers flow,) meaning, it will be said to them, ""Receive glad tidings this Day, of gardens beneath which rivers flow, (to dwell therein forever!), you will remain therein forever,'' (Truly, this is the great success!)."	0
60	According to the Quran, all peace loving Muslims, those who don't fight or drive unbelievers out of their cities are hypocrites & are close to unbelief than faith, this makes over 95% of today's Muslims. Surah 3:167: And the Hypocrites also. These were told: ÂCome, fight in the way of Allah, or drive the foe from your city.Â They said: ÂHad we known how to fight, we should certainly have followed you.Â They were that day nearer to Unbelief than to Faith, saying with their lips what was not in their hearts but Allah hath full knowledge of all they conceal. This means that the true believers of Islam must fight or they are labeled unbelievers and hypocrites. There's no middle ground, nothing like moderate Islam. So, according to the Quran, who are the true, non-hypocrite believers ? The short answer is Taliban, Al-qaeda, Boko Haram, Al-shabab...etc. The majority of Muslims are hypocrites, Allah said so.	1
61	 And those who annoy believing men and women undeservedly, bear on themselves the crime of slander and plain sin.	0
62	"(Allah commands you for your children's (inheritance); to the male, a portion equal to that of two females). Ahmad recorded from Jabir that he said, ""The wife of Sa`d bin Ar-Rabi` came to Allah's Messenger and said to him, `O Allah's Messenger! These are the two daughters of Sa`d bin Ar-Rabi`, who was killed as a martyr at Uhud. Their uncle took their money and did not leave anything for them. They will not be married unless they have money.' The Messenger said, `Allah will decide on this matter.' The Ayah about the inheritance was later revealed and the Messenger of Allah sent word to their uncle commanding him. (if only daughters, two or more, their share is two-thirds of the inheritance;) We should mention here that some people said the Ayah only means two daughters, and that `more' is redundant, which is not true. Nothing in the Qur'an is useless or redundant. Had the Ayah been talking about only two women, it would have said, ""The share of both of them is two-thirds.'' As for the daughters, two or more, the ruling that they get two-thirds was derived from this Ayah, stating that the two sisters get two-thirds. We also mentioned the Hadith in which the Prophet commanded that two-thirds be the share of the two daughters of Sa`d bin Ar-Rabi`. So this is proven in the Book and the Sunnah. (if only one, her share is half.) If there are two daughters, then there are texts to prove they share a half. Therefore, two-thirds is the share of the two daughters or sisters, and Allah knows best. (For parents, a sixth share of inheritance to each) There are several forms of the share that the parents get in the inheritance. 1. If the deceased left behind children, the parents get a sixth each. When the deceased had only one daughter, she gets half of the inheritance and the parents each one sixth, and another sixth is given to the father. 2. When the parents are the only inheritors, the mother gets one-third while the father gets the remaining two-thirds. In this case, the father's share will be twice the mother's share. If the deceased had a surviving spouse, the spouse gets half, in the case of a husband, or a fourth in the case of a surviving wife. In both cases, the mother of the deceased gets one-third of the remaining inheritance. This is because the remaining portion of the inheritance is treated just as the entire legacy in regard to the parents' share. Allah has given the mother one-half of what the father gets. Therefore, the mother gets a third of the remaining inheritance while the father gets two-thirds. 3. If the deceased left behind surviving brothers and sisters, whether half brothers, half sisters or from the same father and mother, their presence does not cause reduction in the father's share. Yet, their presence reduces the share of the mother to one-sixth instead of one-third, and the father gets the rest, when there are no other heirs. Ibn Abi Hatim recorded that Qatadah commented on the Ayah. (If the deceased left brothers or (sisters), the mother has a sixth.) ""Their presence will reduce the share of the mother, but they will not inherit. If there is only one surviving brother, the mother's share will remain one-third, but her share will be reduced if there is more than one surviving brother. The people of knowledge attribute this reduction in the mother's share from one-third (to one-sixth) to the fact that the father is the one who helps the brothers (and sisters) of the deceased get married, spending from his own money for this purpose. The mother does not spend from her money for this purpose.'' This is a sound opinion."	0
63	The Prophet of Allah [SAW] said: If any one of you goes out to the Masjid, let her not go near perfume.	0
